date,motion,turnout,ayes,noes,abstentions,Speaker1,Speaker2,Speaker3,Speaker4,Speaker5,Speaker6,Speaker7,Speaker8,,searchable,,year,lent_turnout,easter_turnout,off-term_turnout,michaelmas_turnout,lent_count,easter_count,off-term_count,michaelmas_count
4/27/06,THBT Those in the Public Eye Deserve a Private Life,108,62,29,17,Robert Pinker,Francis Fulford,Minette Maun,Jocelyn Bain Dogg,Paul Brown,Dotson Rader,,,,THBT Those in the Public Eye Deserve a Private Life Robert Pinker Francis Fulford Minette Maun Jocelyn Bain Dogg Paul Brown Dotson Rader  ,,,,,,,,,,
3/16/06,THBT Self-Inflicted Illness is Not the Responsibility of the NHS,204,69,102,33,Sarah Pobereskin,Alasdair Ross,Colin Rees,Madsen Pirie,Peter Littlejohns,Annabel Bentley,,,,THBT Self-Inflicted Illness is Not the Responsibility of the NHS Sarah Pobereskin Alasdair Ross Colin Rees Madsen Pirie Peter Littlejohns Annabel Bentley  ,,,,,,,,,,
3/9/06,THBT The Role of the Artist is to Change the World,153,46,92,15,John Gardion,Dylan Cumming,Peter Hewitt,Edward Ho,Lloyd Grossman,Roger Ackling,,,,THBT The Role of the Artist is to Change the World John Gardion Dylan Cumming Peter Hewitt Edward Ho Lloyd Grossman Roger Ackling  ,,,,,,,,,,
3/2/06,THBT Women Should Not Be Sent to Prison,144,23,104,17,Frances Crick,Jenni Scott,Wendy Cranmer,Rima Hooper,Richard Garside,Turiq Karfur,,,,THBT Women Should Not Be Sent to Prison Frances Crick Jenni Scott Wendy Cranmer Rima Hooper Richard Garside Turiq Karfur  ,,,,,,,,,,
2/23/06,TH Supports the Use of Child Labor in the Developing World (Schools),110,49,38,23,Tom O'Reilly,Alex Canfer-Dumes,Jack Devlin,Jamie Susskind,Sebastian Farquher,Natalie Smith,James Selyom,Rachel Watson,,TH Supports the Use of Child Labor in the Developing World (Schools) Tom O'Reilly Alex Canfer-Dumes Jack Devlin Jamie Susskind Sebastian Farquher Natalie Smith James Selyom Rachel Watson,,,,,,,,,,
2/16/06,THBT Zionism is a Danger to the Jewish People,300,125,121,54,Brian (?),Daniel Chetz,Dhaphan Burman,Ned Temko,Richard (?),Jeremy Brier,,,,THBT Zionism is a Danger to the Jewish People Brian (?) Daniel Chetz Dhaphan Burman Ned Temko Richard (?) Jeremy Brier  ,,,,,,,,,,
2/9/06,THBT Britain's Media is More Powerful than its Politicians,286,36,217,33,Tim Stanley,Michael Crick,Bobby Friedman,Andrew Gilligan,Ros Clark,Christopher Meyer,,,,THBT Britain's Media is More Powerful than its Politicians Tim Stanley Michael Crick Bobby Friedman Andrew Gilligan Ros Clark Christopher Meyer  ,,,,,,,,,,
2/2/06,THBT Military Action is Counterproductive in the Fight Against Terrorism,408,161,211,36,Anas Al Tecrili,Charles Skinner,George Galloway,Tim Collins,Tony Benn,Iain Duncan Smith,,,,THBT Military Action is Counterproductive in the Fight Against Terrorism Anas Al Tecrili Charles Skinner George Galloway Tim Collins Tony Benn Iain Duncan Smith  ,,,,,,,,,,
1/26/06,THBT the Philosophy of the Rap Artist is More Important that that of the Professor,381,90,92,199,Joey Ansah,Adam Swersky,Ashley Walters,Julian Baggini,TY,Simon Blackburn,,,,THBT the Philosophy of the Rap Artist is More Important that that of the Professor Joey Ansah Adam Swersky Ashley Walters Julian Baggini TY Simon Blackburn  ,,,,,,,,,,
1/19/06,THBT Legislation Against Incitement to Religious Hatred Makes a Crime of Free Expression,404,266,80,58,Shami Chakrabarti,David Pollack,Dan Harris,David Abdullah,Robert Skidelski,Chris Barnes,,,,THBT Legislation Against Incitement to Religious Hatred Makes a Crime of Free Expression Shami Chakrabarti David Pollack Dan Harris David Abdullah Robert Skidelski Chris Barnes  ,,,,,,,,,,
12/1/05,THB in Science for Science's Sake,160,80,38,42,Jenni Scott,Rupert Myers,Jeremy Webb,Nicholas Hartman,Christopher Barnes,David Bull,,,,THB in Science for Science's Sake Jenni Scott Rupert Myers Jeremy Webb Nicholas Hartman Christopher Barnes David Bull  ,,,,,,,,,,
11/24/05,THBT the Ultimate Outcome for Northern Ireland is a United Ireland,206,70,71,65,Donnacher Kirk,Keiffy Donaldson,John Mimchan,Jim Alistair,Alban Maginness,Peter Sankin,,,,THBT the Ultimate Outcome for Northern Ireland is a United Ireland Donnacher Kirk Keiffy Donaldson John Mimchan Jim Alistair Alban Maginness Peter Sankin  ,,,,,,,,,,
11/17/05,THW Detain Without Trial,257,57,166,34,Sushma Arunda,Sarah Przyliglski,Jack Anderson,Dominic Grieve,Lord Janner of Braunstone,Ian Macdonald,,,,THW Detain Without Trial Sushma Arunda Sarah Przyliglski Jack Anderson Dominic Grieve Lord Janner of Braunstone Ian Macdonald  ,,,,,,,,,,
11/10/05,THBT The City is Better than the Countryside (Comedy),419,88,275,56,Charles Kaye,Simon Bird,Mike Morly,Johnny Sweet,Joe Thomas,Richard Magrath,Ralph Shirley,,,THBT The City is Better than the Countryside (Comedy) Charles Kaye Simon Bird Mike Morly Johnny Sweet Joe Thomas Richard Magrath Ralph Shirley ,,,,,,,,,,
11/3/05,TH has No Confidence in Her Majesty's Government,369,147,165,57,Stephen Parkinson,Adam Swersky,Bernard Jenkin,Austin Mitchell,Andrew Mitchell,Tim Stanley,,,,TH has No Confidence in Her Majesty's Government Stephen Parkinson Adam Swersky Bernard Jenkin Austin Mitchell Andrew Mitchell Tim Stanley  ,,,,,,,,,,
10/27/05,THBT Sex Sells So Why Not Sell It?,327,78,185,64,Christ Student,Alyson Thompson,Belinda Brooks Gordon,Paul Keasey,Gregor Gull,Carrie Pemberton,Tuppy Owens,Chris Barnes,,THBT Sex Sells So Why Not Sell It? Christ Student Alyson Thompson Belinda Brooks Gordon Paul Keasey Gregor Gull Carrie Pemberton Tuppy Owens Chris Barnes,,,,,,,,,,
10/20/05,THBT Reality TV is the Survival of the Shittest,350,121,156,73,Bobby Friedman,Rupert Myers,James Roos,Nick Devlin,Dai Llewellyn,Kate Lawler,,,,THBT Reality TV is the Survival of the Shittest Bobby Friedman Rupert Myers James Roos Nick Devlin Dai Llewellyn Kate Lawler  ,,,,,,,,,,
10/13/05,THBT The European Union is Bad for Britain,297,54,203,40,David Hockney,Jeremy O'Grady,Patrick Eston,Richard Howitt,Teddy Taylor,Bill Rammell,,,,THBT The European Union is Bad for Britain David Hockney Jeremy O'Grady Patrick Eston Richard Howitt Teddy Taylor Bill Rammell  ,,,,,,,,,,
10/6/05,THW Rather Warm Up the Planet Than Cool Down the Economy,429,95,266,68,Peter Samlyn,Lord Beaument of Whitley,Madsen Pirie,Craig Bennett,Tim Stanley,Liam Hallagan,,,,THW Rather Warm Up the Planet Than Cool Down the Economy Peter Samlyn Lord Beaument of Whitley Madsen Pirie Craig Bennett Tim Stanley Liam Hallagan  ,,,,,,,,,,
9/24/05,"TH Says 'No Religion, No Problem'",161,72,69,20,Hugh Mellor,Alex Wright,Alyson Thompson,Diana Lipton,Norman Bacrac,Adam Swersky,,,,"TH Says 'No Religion, No Problem' Hugh Mellor Alex Wright Alyson Thompson Diana Lipton Norman Bacrac Adam Swersky  ",,,,,,,,,,
6/16/05,THW Privatise Cambridge University,112,56,33,23,Jaffer Khan,Arish Bharucha,Mark Field,Anne Campbell,Peter Bottomley,Stephen Parkinson,,,,THW Privatise Cambridge University Jaffer Khan Arish Bharucha Mark Field Anne Campbell Peter Bottomley Stephen Parkinson  ,,,,,,,,,,
5/12/05,THBT There Will Always be a Clash of Civilisations,94,57,7,30,Rupert Myers,Alex Singleton,Ian Lyon,Mohamed Ali,Darragh Grant,Yvonne Ridley,,,,THBT There Will Always be a Clash of Civilisations Rupert Myers Alex Singleton Ian Lyon Mohamed Ali Darragh Grant Yvonne Ridley  ,,,,,,,,,,
5/5/05,THBT Britain Should Impose an Annual Quote Capping Immigration,107,10,81,16,Alexander Betts,Daragh Grant,Ben Jucatowitz,Joe Devawny,George Molyneux,Caler Ward,,,,THBT Britain Should Impose an Annual Quote Capping Immigration Alexander Betts Daragh Grant Ben Jucatowitz Joe Devawny George Molyneux Caler Ward  ,,,,,,,,,,
4/28/05,THW Vote for People not Parties,79,38,26,15,Rupert Myers,Martin Arrowsmith,Emily Robiinson,Nathan Sansom,Ed Ho,Michael Reeve,,,,THW Vote for People not Parties Rupert Myers Martin Arrowsmith Emily Robiinson Nathan Sansom Ed Ho Michael Reeve  ,,,,,,,,,,
3/17/05,TH Loves the 1980s,92,57,24,11,Alasdair Ross,Stephen Parkinson,Ross Clark,Sara Przybylska,James Delingpole,Kev F Sutherland,,,,TH Loves the 1980s Alasdair Ross Stephen Parkinson Ross Clark Sara Przybylska James Delingpole Kev F Sutherland  ,,,,,,,,,,
3/10/05,THBT The Music Industry is All About Industry and Not Music,112,17,58,37,Chris Barney,James Dixon,Rupert Myers,Alexis Petridis,Nick Devlin,Paul Rees,,,,THBT The Music Industry is All About Industry and Not Music Chris Barney James Dixon Rupert Myers Alexis Petridis Nick Devlin Paul Rees  ,,,,,,,,,,
3/3/05,THBT Private Education Destroys Equal Opportunity,283,134,99,50,Laurie Fitzjohn-Sykes,Bobby Friedman,Wes Streeting,Peter Wilby,Nigel Farage,,,,,THBT Private Education Destroys Equal Opportunity Laurie Fitzjohn-Sykes Bobby Friedman Wes Streeting Peter Wilby Nigel Farage   ,,,,,,,,,,
2/24/05,THBT Britain is Still Great,129,70,29,30,Andrew MacDowall,Tristan Pedelty,James Acton,Elfyn Llwyd,Joe Devanny,Fergus Ewing,,,,THBT Britain is Still Great Andrew MacDowall Tristan Pedelty James Acton Elfyn Llwyd Joe Devanny Fergus Ewing  ,,,,,,,,,,
2/17/05,"THB in More Immigration, Not Less",65,23,28,14,Adam Swersky,Tim Stanley,Rupert Myers,Alex Wright,Tim Finch,Ian Lyon,,,,"THB in More Immigration, Not Less Adam Swersky Tim Stanley Rupert Myers Alex Wright Tim Finch Ian Lyon  ",,,,,,,,,,
2/10/05,THBT Third World Aid Does More Harm Than Good,273,84,127,62,Ali Al-Ansari,Jenni Scott,Kendra Okonski,David Howarth,Richard Dowden,Jonathan Glennie,,,,THBT Third World Aid Does More Harm Than Good Ali Al-Ansari Jenni Scott Kendra Okonski David Howarth Richard Dowden Jonathan Glennie  ,,,,,,,,,,
2/3/05,THBT Religion is No Longer Needed,380,103,185,92,Frank Kordans,Tim Winter,Keith Porteous Wood,David Hilborn,Evan Harris,Peter Hitchens,,,,THBT Religion is No Longer Needed Frank Kordans Tim Winter Keith Porteous Wood David Hilborn Evan Harris Peter Hitchens  ,,,,,,,,,,
1/27/05,TH is Proudly Keynesian,268,189,37,42,Tim Stanley,Chris Philp,Geoff Harcourt,Madsen Pirie,Tam Dalyell,Ross Clark,,,,TH is Proudly Keynesian Tim Stanley Chris Philp Geoff Harcourt Madsen Pirie Tam Dalyell Ross Clark  ,,,,,,,,,,
1/20/05,THW Give War a Chance,315,143,113,59,Matthew Jamison,Rupert Bateson,Andrew Selous,Peter Kilfoyle,Tim Collins,Alice Mahon,,,,THW Give War a Chance Matthew Jamison Rupert Bateson Andrew Selous Peter Kilfoyle Tim Collins Alice Mahon  ,,,,,,,,,,
12/2/04,THW Rather Get a Life Than a First!,188,89,44,55,Bobby Friedman,Will Gallagher,Stephen Parkinson,Shahpur Kabraji,Shazia Mirza,Lembit Opik,,,,THW Rather Get a Life Than a First! Bobby Friedman Will Gallagher Stephen Parkinson Shahpur Kabraji Shazia Mirza Lembit Opik  ,,,,,,,,,,
11/18/04,THW Overturn the Ban on Hunting,232,100,94,38,James Burberry,Adam Swersky,Robin Page,Rupert Myers,Nigel Housden,Bill Swann,,,,THW Overturn the Ban on Hunting James Burberry Adam Swersky Robin Page Rupert Myers Nigel Housden Bill Swann  ,,,,,,,,,,
11/11/04,TH has No Confidence in Her Majesty's Government,434,147,245,42,Ian Lyon,Tim Stanley,Chris Philp,Danny Sriskandarajah,Jeremy Brier,Patrick Stewart,,,,TH has No Confidence in Her Majesty's Government Ian Lyon Tim Stanley Chris Philp Danny Sriskandarajah Jeremy Brier Patrick Stewart  ,,,,,,,,,,
11/4/04,THBT It'll All End in Tears (Comedy),444,161,90,193,Simon Bird,Tim Stanley,Joe Thomas,Tom Ford,Ed Coleman,Fred Crawley,,,,THBT It'll All End in Tears (Comedy) Simon Bird Tim Stanley Joe Thomas Tom Ford Ed Coleman Fred Crawley  ,,,,,,,,,,
10/28/04,THW Vote Bush,453,26,382,45,Tristan Pedelty,Rupert Myers,Thomas Grant,James Dumas,Alasdair Ross,George Galloway,,,,THW Vote Bush Tristan Pedelty Rupert Myers Thomas Grant James Dumas Alasdair Ross George Galloway  ,,,,,,,,,,
10/21/04,"THW Vote ""Yes"" in a Referendum on the EU Constitution",382,243,91,48,Leo Pollack,Alex Wright,David Curry,Steve Norris,Daragh Grant,Godfrey Bloom,,,,"THW Vote ""Yes"" in a Referendum on the EU Constitution Leo Pollack Alex Wright David Curry Steve Norris Daragh Grant Godfrey Bloom  ",,,,,,,,,,
10/14/04,THBT The Palestinians are the Greatest Stumbling Block on the Road to Middle East Peace,399,100,268,31,Shapur Kibraji,Jaffar Kahn,Gavin Stollar,Tim Llewellyn,Zvi Ravner,Salma Ayyoub,,,,THBT The Palestinians are the Greatest Stumbling Block on the Road to Middle East Peace Shapur Kibraji Jaffar Kahn Gavin Stollar Tim Llewellyn Zvi Ravner Salma Ayyoub  ,,,,,,,,,,
10/7/04,THBT The Female of the Species is More Deadly Than the Male!,450,140,304,6,Wu Meng Tan,Tom Ford,Miss Canada,Kev Sutherland,Peter Stringfellow,Rainbow Murray,,,,THBT The Female of the Species is More Deadly Than the Male! Wu Meng Tan Tom Ford Miss Canada Kev Sutherland Peter Stringfellow Rainbow Murray  ,,,,,,,,,,
6/11/04,THBT Journalists are Worse Than Politicians,77,32,20,25,Kate Steadman,Michael Lynas,Will Gallagher,Martin Bell,Ian Lyon,Reggie Vettasseri,Andre Selous,Wu Meng Tan,,THBT Journalists are Worse Than Politicians Kate Steadman Michael Lynas Will Gallagher Martin Bell Ian Lyon Reggie Vettasseri Andre Selous Wu Meng Tan,,,,,,,,,,
5/6/04,TH Asks the British Government to Liberate not Legislate,140,64,57,19,Alex Wright,Sam Kitchener,Quentin Davies,Sion Simon,John Redwood,James Acton,,,,TH Asks the British Government to Liberate not Legislate Alex Wright Sam Kitchener Quentin Davies Sion Simon John Redwood James Acton  ,,,,,,,,,,
4/29/04,THB in the Bush Doctrine,371,75,247,49,Will Gallagher,Tim Stanley,Bruce Anderson,Paul Marsden,Jeremy Brier,George Galloway,,,,THB in the Bush Doctrine Will Gallagher Tim Stanley Bruce Anderson Paul Marsden Jeremy Brier George Galloway  ,,,,,,,,,,
3/11/04,THBT Chamberlain Was Greater than Churchill,169,89,70,10,Stephen Parkinson,Shapur K Kabraji,Graham Stewart,Allen Packwood,John Charmley,Peter Tapsell,,,,THBT Chamberlain Was Greater than Churchill Stephen Parkinson Shapur K Kabraji Graham Stewart Allen Packwood John Charmley Peter Tapsell  ,,,,,,,,,,
3/4/04,THW Grant Anonymity to Those Accused of Rape,114,65,29,20,Sarah Przybylska,Alex Deane,Dominic Grieve,Ruth Hall,Bruce Houlder,Caleb Ward,,,,THW Grant Anonymity to Those Accused of Rape Sarah Przybylska Alex Deane Dominic Grieve Ruth Hall Bruce Houlder Caleb Ward  ,,,,,,,,,,
2/26/04,THW Privatise the BBC (Schools),154,45,70,39,Will Jones,Kathy Jung,Rose Grogan,James Moir,Ed Ho,Adam Bott,Tom Viggers,Louis Palombo,,THW Privatise the BBC (Schools) Will Jones Kathy Jung Rose Grogan James Moir Ed Ho Adam Bott Tom Viggers Louis Palombo,,,,,,,,,,
2/24/04,THW End Animal Experimentation,162,50,95,17,Tim Stanley,Wu Meng Tan,Joan Court,Colin Blakemore,Kathy Arowbald,Mark Matfield,,,,THW End Animal Experimentation Tim Stanley Wu Meng Tan Joan Court Colin Blakemore Kathy Arowbald Mark Matfield  ,,,,,,,,,,
2/19/04,THBT Britain Needs More University Students,260,52,169,39,Patrick Emerson,Bobby Friedman,Ben Brinded,John Clare,Steven Schwartz,Lord Renfrew,,,,THBT Britain Needs More University Students Patrick Emerson Bobby Friedman Ben Brinded John Clare Steven Schwartz Lord Renfrew  ,,,,,,,,,,
2/12/04,THB in Nurture Over Nature,216,80,76,60,Pascal Millaire,Keir Shiels,Jeremy Webb,Victoria Kaziewicz,James le Fanu,Thomas Stuttaford,,,,THB in Nurture Over Nature Pascal Millaire Keir Shiels Jeremy Webb Victoria Kaziewicz James le Fanu Thomas Stuttaford  ,,,,,,,,,,
2/5/04,TH Regrets Ariel Sharon as the Greatest Single Obstacle to Peace in the Middle East,488,141,260,87,Sattam Al-Nughtiry,Yoni Garson,Richard Burdon,Ned Temko,Norman Lamont,Lord Janner,,,,TH Regrets Ariel Sharon as the Greatest Single Obstacle to Peace in the Middle East Sattam Al-Nughtiry Yoni Garson Richard Burdon Ned Temko Norman Lamont Lord Janner  ,,,,,,,,,,
1/29/04,THBT The Lib Dems are the Effective Opposition,263,104,91,68,Ben Ramm,Alex Wright,David Howarth,Andrew Rosindell,Baroness Williams,Marquess of Salisbury,,,,THBT The Lib Dems are the Effective Opposition Ben Ramm Alex Wright David Howarth Andrew Rosindell Baroness Williams Marquess of Salisbury  ,,,,,,,,,,
1/22/04,THW Rather be an Aristocrat than a Democrat,337,60,248,29,Harriet Jones-Fenleigh,Tim Stanley,Dai Llewellyn,Ken Ritchie,Duke of Devonshire,Viscount Thurso,,,,THW Rather be an Aristocrat than a Democrat Harriet Jones-Fenleigh Tim Stanley Dai Llewellyn Ken Ritchie Duke of Devonshire Viscount Thurso  ,,,,,,,,,,
12/4/03,THBT Daily Mail Values are Bad for Britain,202,100,39,63,Will Gallagher,Adrian Davies,Shahpur Kabraji,Ross Clark,Matthew Parris,Simon Heffer,,,,THBT Daily Mail Values are Bad for Britain Will Gallagher Adrian Davies Shahpur Kabraji Ross Clark Matthew Parris Simon Heffer  ,,,,,,,,,,
11/27/03,THW Save Gardies,177,108,40,29,Tom Ebbutt,Jenny Mather,Vas Anastasiou,Marc Lixenberg,Ben Brinded,Tim Stanley,,,,THW Save Gardies Tom Ebbutt Jenny Mather Vas Anastasiou Marc Lixenberg Ben Brinded Tim Stanley  ,,,,,,,,,,
11/20/03,THBT The European Constitution is a Blueprint for Tyranny,312,157,117,38,Marc Glendening,Elizabeth Foote,Teddy Taylor,Alan Dashwood,Jeremy Brier,Daragh Grant,Alan Duncan,Denis MacShane,,THBT The European Constitution is a Blueprint for Tyranny Marc Glendening Elizabeth Foote Teddy Taylor Alan Dashwood Jeremy Brier Daragh Grant Alan Duncan Denis MacShane,,,,,,,,,,
11/13/03,THBT Same-Sex Partnerships Should be No Barrier to Promotion in the Church,288,157,78,53,Valerie Peters,George Murphy,Richard Harries,Andrew Goddard,Jo Hawes,Andrew Cavey,,,,THBT Same-Sex Partnerships Should be No Barrier to Promotion in the Church Valerie Peters George Murphy Richard Harries Andrew Goddard Jo Hawes Andrew Cavey  ,,,,,,,,,,
11/6/03,TH has No Confidence in Her Majesty's Government,450,173,167,110,Edward Cumming,Tim Stanley,Tim Loughton,Brian Sedgemore,Madson Pirie,Alan Johnson,David Lidington,Wu Meng Tan,,TH has No Confidence in Her Majesty's Government Edward Cumming Tim Stanley Tim Loughton Brian Sedgemore Madson Pirie Alan Johnson David Lidington Wu Meng Tan,,,,,,,,,,
10/23/03,THW Hang 'Em and Flog 'Em,606,65,303,238,Alex Deane,Sarah Przyliglski,Neil Clark,David Calvert-Smith,Peter Hitchens,Michael Mansfield,,,,THW Hang 'Em and Flog 'Em Alex Deane Sarah Przyliglski Neil Clark David Calvert-Smith Peter Hitchens Michael Mansfield  ,,,,,,,,,,
10/16/03,THBT the American Dream is the World's Nightmare,653,326,241,86,Wu Meng Tan,Alex Wright,Ed Vulliamy,Lord Hannay,George Galloway,Malcolm Rifkind,,,,THBT the American Dream is the World's Nightmare Wu Meng Tan Alex Wright Ed Vulliamy Lord Hannay George Galloway Malcolm Rifkind  ,,,,,,,,,,
10/9/03,THW Not Negotiate with Terrorists,425,103,223,99,Rob Garson,Shapur K Kabraji,Sean O'Callaghan,Victoria Brittain,Professor C Coker,Caleb Ward,Dan Shaham,Simon Piggins,,THW Not Negotiate with Terrorists Rob Garson Shapur K Kabraji Sean O'Callaghan Victoria Brittain Professor C Coker Caleb Ward Dan Shaham Simon Piggins,,,,,,,,,,
6/12/03,THBT Excellence is Incompatible with Equality,124,52,38,34,Edward Cumming,Stephen Parkinson,Peter Luff,Chris Smith,Lembit Opik,Lord Janner,,,,THBT Excellence is Incompatible with Equality Edward Cumming Stephen Parkinson Peter Luff Chris Smith Lembit Opik Lord Janner  ,,,,,,,,,,
5/15/03,THBT The Press Would Sell its Soul to Sell its Papers,96,42,50,4,Nick Long,Alex Wright,Oliver Duff,Robert Pinker,Ian Monk,Carole Caplin,Simon Kelner,,,THBT The Press Would Sell its Soul to Sell its Papers Nick Long Alex Wright Oliver Duff Robert Pinker Ian Monk Carole Caplin Simon Kelner ,,,,,,,,,,
5/8/03,TH Supports the Government's Policy of More Tax to Improve Public Services,226,83,117,26,Tim Stanley,James Acton,Austin Mitchell,Michael Howard,Peter Wilby,Nick Herbert,Phyllis Starkey,John Redwood,,TH Supports the Government's Policy of More Tax to Improve Public Services Tim Stanley James Acton Austin Mitchell Michael Howard Peter Wilby Nick Herbert Phyllis Starkey John Redwood,,,,,,,,,,
5/1/03,"THW Say ""Yes"" to the Euro",141,57,62,22,Keir Shiels,Stephen Parkinson,Margaret Daly,Michael Spicer,John Stevens,Jack Anderson,Richard Needham,John Bercow,,"THW Say ""Yes"" to the Euro Keir Shiels Stephen Parkinson Margaret Daly Michael Spicer John Stevens Jack Anderson Richard Needham John Bercow",,,,,,,,,,
4/24/03,THW Gag the Bad,176,12,152,12,Jean-Marie Le Pen (Speaker),Sarah Przyliglski,Seb Isaac,Jack Anderson,Shapur K Kabraji,Joe Devanny,Peter Hitchens,,,THW Gag the Bad Jean-Marie Le Pen (Speaker) Sarah Przyliglski Seb Isaac Jack Anderson Shapur K Kabraji Joe Devanny Peter Hitchens ,,,,,,,,,,
3/13/03,THW Force International Intervention in Kashmir,172,73,51,48,Shapur Kabraji,Will Gallagher,Lord Nazir Ahmed,Prabhu Narasimhan,Sir Nicholas Barrington,Alexander Evans,Zafar Cheema,Gantram Sen,,THW Force International Intervention in Kashmir Shapur Kabraji Will Gallagher Lord Nazir Ahmed Prabhu Narasimhan Sir Nicholas Barrington Alexander Evans Zafar Cheema Gantram Sen,,,,,,,,,,
3/6/03,THBT Feminism is Dead,183,42,84,57,Kenneth Minoghe,Kristin Anne,Mary Kenny,Louise Livesey,Jibby Beane,Red Chidgey,,,,THBT Feminism is Dead Kenneth Minoghe Kristin Anne Mary Kenny Louise Livesey Jibby Beane Red Chidgey  ,,,,,,,,,,
2/27/03,TH Must Be Prepared to Strike First,159,49,98,12,Wu Meng Tan,Joe Devanny,Paul Cornish,Tim Gardon,Bernard Jenkin,Peter Kilfoyle,,,,TH Must Be Prepared to Strike First Wu Meng Tan Joe Devanny Paul Cornish Tim Gardon Bernard Jenkin Peter Kilfoyle  ,,,,,,,,,,
2/20/03,THW Legalise Hard Drugs (Schools),178,44,88,46,Gavin Illsby,Charles Williams,James Moir,Amy Daughton,Sam Kitchener,Richard Goodman,Rob Robinson,Chris Agnoll,,THW Legalise Hard Drugs (Schools) Gavin Illsby Charles Williams James Moir Amy Daughton Sam Kitchener Richard Goodman Rob Robinson Chris Agnoll,,,,,,,,,,
2/13/03,THBT Globalisation is Destroying Indigenous Culture,217,123,72,22,Tim Stanley,Caroline Spelman,David Valerie Peters,John Harriss,Ralphie Kaplinsky,Eamonn Poutler,,,,THBT Globalisation is Destroying Indigenous Culture Tim Stanley Caroline Spelman David Valerie Peters John Harriss Ralphie Kaplinsky Eamonn Poutler  ,,,,,,,,,,
2/6/03,THBT Israel is Blocking Peace in the Middle East,345,162,125,58,Uri Davis,Alex Deane,Sharif Nashashibi,Louise Elmann,Jeremy Corbyn,James Clappison,Glen Rangwala,Jeremy Brier,,THBT Israel is Blocking Peace in the Middle East Uri Davis Alex Deane Sharif Nashashibi Louise Elmann Jeremy Corbyn James Clappison Glen Rangwala Jeremy Brier,,,,,,,,,,
1/31/03,"TH Says 'I'm a Viewer, Get Reality TV Out of Here'",390,163,196,31,Michael Presdee,Nick Bateman,Wu Meng Tan,Jon Tickle,Graham Davies,Jane Lush,Raj Persand,Peter Bazalgette,,"TH Says 'I'm a Viewer, Get Reality TV Out of Here' Michael Presdee Nick Bateman Wu Meng Tan Jon Tickle Graham Davies Jane Lush Raj Persand Peter Bazalgette",,,,,,,,,,
1/30/03,"TH Wants More Immigration, Not Less",110,67,31,12,Habib Rahman,Sir Andrew Green,Roger Vickerman,Sandy Bruce Lockhart,Nigel Harris,Harriet Sergeant,Nick Long,Anthony Browne,,"TH Wants More Immigration, Not Less Habib Rahman Sir Andrew Green Roger Vickerman Sandy Bruce Lockhart Nigel Harris Harriet Sergeant Nick Long Anthony Browne",,,,,,,,,,
1/16/03,"TH Wants Grants, Not Fees",338,174,115,49,Paul Lewis,Caleb Ward,Mandy Telford,Richard Brown,Andrew Cubre,Terence Kealey,Paul Holmes,Chris Woodhead,,"TH Wants Grants, Not Fees Paul Lewis Caleb Ward Mandy Telford Richard Brown Andrew Cubre Terence Kealey Paul Holmes Chris Woodhead",,,,,,,,,,
11/28/02,THBT Multiculturalism is Destroying Traditional British Society,216,7,176,33,Matthew Attwood,Nick Long,Derek Turner,Tim Stanley,Massereenee Ferrard,Lord Sudeley,,,,THBT Multiculturalism is Destroying Traditional British Society Matthew Attwood Nick Long Derek Turner Tim Stanley Massereenee Ferrard Lord Sudeley  ,,,,,,,,,,
11/14/02,THBT Gay Rights are Family Wrongs,260,53,174,33,Stephen Parkinson,Angela Mason,Daniel Johnson,Richard Kirker,Peter Hitchens,Alan Duncan,,,,THBT Gay Rights are Family Wrongs Stephen Parkinson Angela Mason Daniel Johnson Richard Kirker Peter Hitchens Alan Duncan  ,,,,,,,,,,
11/7/02,TH has No Confidence in Her Majesty's Government,384,186,128,70,Ed Cumming,Tim Stanley,Andrew Lansley,Bob Blizzard,Michael Ancram,Shaun Woodward,,,,TH has No Confidence in Her Majesty's Government Ed Cumming Tim Stanley Andrew Lansley Bob Blizzard Michael Ancram Shaun Woodward  ,,,,,,,,,,
10/31/02,THBT the Criminal Justice System Favours the Criminal Over the Victim,211,65,85,61,Sarah Przybylska,Rasheed Zakaria,Richard Hanke,Nick Dunham,Stuart Kuttner,David Ramsbotham,David Phillips,Rob Garson,,THBT the Criminal Justice System Favours the Criminal Over the Victim Sarah Przybylska Rasheed Zakaria Richard Hanke Nick Dunham Stuart Kuttner David Ramsbotham David Phillips Rob Garson,,,,,,,,,,
10/24/02,THBT Britain is America's Lapdog,547,362,152,33,Tom Jeffreys,David Peters,Peter Wilby,Marc Luxenberg,George Galloway,Quentin Davies,,,,THBT Britain is America's Lapdog Tom Jeffreys David Peters Peter Wilby Marc Luxenberg George Galloway Quentin Davies  ,,,,,,,,,,
10/17/02,THBT Britain is a Classless Society,315,31,284,0,William Gallagher,Tim Stanley,Alan Shipman,Pieter Lawrence,Simon Radford,Edward Cumming,,,,THBT Britain is a Classless Society William Gallagher Tim Stanley Alan Shipman Pieter Lawrence Simon Radford Edward Cumming  ,,,,,,,,,,
10/10/02,THBT Nice Guys Finish Last,547,215,218,114,Alex Deane,Jeremy Brier,Helen Woodward,Seb Isaac,Tony Fox,Spencer,,,,THBT Nice Guys Finish Last Alex Deane Jeremy Brier Helen Woodward Seb Isaac Tony Fox Spencer  ,,,,,,,,,,
